This file was created by CMPT_IND_RETS using the 202212 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth ,Other
196301,    221.12,    320.21,    701.77,    356.46,    117.17
196302,    233.17,    335.40,    735.99,    376.25,    123.15
196303,    226.99,    327.23,    710.16,    365.46,    122.16
196304,    236.69,    339.67,    725.47,    369.28,    126.14
196305,    248.59,    355.56,    769.78,    396.90,    134.15
196306,    258.36,    358.08,    787.66,    394.83,    138.48
196307,    154.08,    235.95,    398.52,    317.96,     78.69
196308,    153.38,    236.36,    396.82,    319.46,     78.11
196309,    162.56,    248.05,    413.18,    348.90,     82.14
196310,    161.91,    243.28,    420.47,    334.34,     79.86
196311,    171.14,    245.27,    442.76,    345.32,     80.96
196312,    165.21,    244.39,    451.37,    338.18,     81.03
196401,    167.15,    252.45,    455.89,    342.80,     83.03
196402,    169.14,    260.14,    470.28,    355.28,     83.97
196403,    172.27,    264.39,    471.01,    360.00,     88.44
196404,    175.54,    269.95,    477.26,    352.54,     90.57
196405,    178.71,    272.43,    475.58,    347.21,     90.93
196406,    181.35,    276.58,    477.49,    347.94,     92.76
196407,    173.77,    271.09,    453.81,    359.06,     92.39
196408,    179.18,    278.32,    445.06,    375.87,     93.30
196409,    180.11,    275.22,    433.98,    358.73,     90.29
196410,    186.54,    285.42,    432.75,    368.08,     93.54
196411,    187.73,    289.53,    428.66,    378.39,     95.30
196412,    187.35,    291.24,    425.71,    384.93,     93.21
196501,    188.94,    291.47,    435.27,    400.98,     91.53
196502,    197.97,    301.88,    449.01,    431.41,     95.81
196503,    198.27,    302.00,    461.18,    440.50,     98.75
196504,    199.09,    297.59,    455.17,    435.92,     98.22
196505,    211.54,    305.03,    471.18,    448.52,    101.13
196506,    206.53,    303.48,    477.26,    441.58,     99.34
196507,    185.95,    278.56,    432.66,    416.10,     93.07
196508,    188.38,    283.65,    440.58,    432.15,     96.39
196509,    194.87,    290.24,    455.39,    457.89,    101.20
196510,    202.60,    300.70,    468.15,    467.77,    103.07
196511,    210.43,    309.61,    473.16,    482.44,    106.05
196512,    206.72,    310.66,    468.64,    498.43,    109.75
196601,    209.82,    315.59,    465.00,    529.02,    114.03
196602,    209.86,    320.95,    464.87,    542.86,    120.54
196603,    206.61,    312.77,    475.18,    532.88,    122.71
196604,    201.51,    308.02,    460.92,    523.77,    118.94
196605,    204.65,    316.73,    484.32,    523.24,    122.71
196606,    192.08,    301.55,    459.57,    494.08,    112.89
196607,    179.55,    288.86,    437.84,    496.67,    113.67
196608,    175.79,    286.67,    433.66,    487.79,    112.19
196609,    162.49,    262.88,    408.28,    446.51,     98.73
196610,    160.14,    263.74,    402.53,    441.12,     96.88
196611,    162.89,    279.44,    420.90,    462.24,    100.20
196612,    161.11,    280.06,    437.71,    491.44,    108.44
196701,    157.78,    282.48,    444.15,    490.50,    111.07
196702,    175.43,    303.10,    481.06,    521.38,    124.43
196703,    176.61,    303.15,    504.34,    526.81,    123.68
196704,    183.64,    316.17,    529.94,    567.68,    129.23
196705,    200.11,    325.87,    556.54,    592.66,    131.75
196706,    189.25,    313.77,    526.50,    559.30,    129.37
196707,    188.46,    309.88,    527.05,    585.80,    135.72
196708,    204.02,    326.57,    524.65,    607.64,    146.98
196709,    202.93,    325.00,    518.66,    609.58,    145.69
196710,    211.29,    333.98,    554.69,    626.82,    145.59
196711,    206.15,    322.04,    567.26,    595.03,    138.09
196712,    205.54,    325.30,    573.01,    615.73,    136.65
196801,    210.52,    342.46,    586.46,    633.81,    144.29
196802,    206.23,    329.98,    560.82,    591.74,    140.37
196803,    201.78,    317.92,    537.15,    564.69,    135.16
196804,    204.36,    316.99,    548.25,    564.65,    135.70
196805,    229.22,    342.69,    596.02,    631.40,    152.03
196806,    235.57,    351.88,    610.04,    650.42,    161.81
196807,    229.33,    351.76,    553.05,    624.95,    169.15
196808,    220.62,    349.67,    531.96,    599.06,    162.97
196809,    224.30,    355.98,    535.91,    600.71,    162.60
196810,    239.72,    369.88,    553.50,    605.68,    177.32
196811,    246.09,    375.35,    543.59,    605.03,    179.38
196812,    251.48,    399.98,    582.07,    651.93,    193.16
196901,    245.08,    388.62,    547.54,    644.27,    186.73
196902,    241.73,    389.36,    535.70,    642.37,    188.19
196903,    230.04,    365.75,    516.68,    607.37,    173.01
196904,    239.28,    377.65,    537.17,    626.99,    174.49
196905,    243.84,    380.71,    566.71,    657.60,    175.40
196906,    244.54,    380.88,    560.17,    666.52,    173.59
196907,    216.91,    343.25,    507.83,    598.53,    180.27
196908,    200.59,    321.33,    485.53,    581.72,    163.90
196909,    210.47,    332.86,    507.90,    633.26,    177.86
196910,    209.48,    316.78,    503.48,    646.52,    176.18
196911,    222.32,    331.91,    530.70,    704.04,    190.43
196912,    214.24,    317.32,    527.93,    704.46,    179.32
197001,    208.38,    311.77,    515.10,    733.90,    172.18
197002,    195.38,    286.62,    479.04,    681.33,    156.82
197003,    204.74,    301.47,    498.51,    717.10,    171.40
197004,    206.42,    302.27,    497.74,    679.99,    168.64
197005,    186.22,    276.35,    436.07,    610.96,    145.31
197006,    172.24,    262.48,    401.98,    561.58,    133.31
197007,    156.75,    246.38,    358.30,    527.78,    122.30
197008,    170.80,    265.85,    378.77,    538.78,    132.41
197009,    178.74,    277.97,    403.46,    546.64,    138.92
197010,    187.64,    286.52,    426.59,    589.82,    149.10
197011,    185.85,    283.35,    412.33,    594.20,    140.40
197012,    196.69,    298.11,    431.98,    609.94,    145.54
197101,    210.07,    316.04,    454.34,    643.78,    157.48
197102,    221.93,    327.72,    486.23,    675.24,    169.91
197103,    228.56,    331.63,    484.36,    681.89,    173.95
197104,    239.81,    343.30,    514.64,    706.35,    183.84
197105,    252.68,    354.34,    530.70,    735.84,    192.71
197106,    244.20,    341.87,    501.67,    718.20,    180.36
197107,    237.01,    342.55,    482.94,    729.59,    171.12
197108,    228.23,    329.98,    449.40,    713.60,    164.63
197109,    242.65,    336.72,    466.56,    733.75,    175.65
197110,    242.76,    333.17,    461.72,    738.18,    174.55
197111,    232.30,    319.04,    445.51,    719.51,    167.00
197112,    231.41,    315.50,    450.35,    722.57,    165.81
197201,    251.94,    346.00,    497.05,    778.20,    178.99
197202,    257.11,    351.44,    526.48,    797.99,    185.16
197203,    265.99,    360.90,    533.27,    852.88,    189.58
197204,    271.69,    360.30,    538.53,    856.42,    194.36
197205,    272.06,    362.63,    539.57,    865.66,    198.01
197206,    271.96,    368.50,    555.07,    895.43,    197.52
197207,    254.08,    358.41,    534.57,    794.18,    188.24
197208,    249.75,    358.10,    539.28,    818.40,    183.29
197209,    251.92,    376.46,    555.38,    825.26,    189.39
197210,    248.94,    373.62,    557.24,    821.35,    186.02
197211,    247.40,    382.99,    553.17,    833.34,    188.47
197212,    263.80,    401.63,    571.97,    826.98,    197.65
197301,    268.70,    404.01,    584.36,    857.46,    196.04
197302,    255.39,    398.86,    589.68,    847.03,    181.51
197303,    240.39,    382.77,    565.84,    839.13,    170.73
197304,    233.18,    384.10,    563.84,    845.32,    170.14
197305,    218.99,    374.24,    544.18,    798.40,    157.27
197306,    211.98,    366.28,    532.33,    805.34,    149.09
197307,    124.70,    251.71,    258.76,    429.72,     74.58
197308,    136.42,    261.03,    268.48,    459.08,     82.13
197309,    131.23,    254.54,    258.37,    435.57,     80.50
197310,    140.93,    271.13,    262.06,    439.00,     86.61
197311,    137.22,    276.52,    267.93,    446.85,     86.83
197312,    115.15,    244.60,    240.39,    420.45,     75.85
197401,    113.08,    254.75,    237.83,    407.28,     77.97
197402,    118.82,    250.18,    243.06,    396.83,     78.93
197403,    118.34,    247.90,    247.61,    390.84,     79.95
197404,    116.70,    243.44,    240.35,    398.35,     77.06
197405,    113.64,    232.64,    231.70,    398.41,     72.40
197406,    113.43,    221.65,    223.76,    396.62,     66.54
197407,    112.88,    219.80,    220.63,    382.62,     64.61
197408,    100.31,    210.81,    205.34,    331.13,     60.52
197409,     90.42,    189.43,    198.65,    302.76,     54.09
197410,     79.57,    170.94,    176.36,    255.61,     48.90
197411,     87.84,    200.24,    200.51,    330.85,     58.95
197412,     83.25,    190.95,    191.49,    325.54,     57.43
197501,     81.52,    186.75,    187.09,    321.56,     54.94
197502,     99.15,    209.47,    213.26,    321.85,     64.72
197503,    103.47,    219.04,    233.31,    372.03,     66.50
197504,    111.88,    223.31,    233.45,    376.44,     69.22
197505,    115.30,    238.87,    240.88,    378.95,     71.45
197506,    120.20,    253.18,    253.58,    411.87,     75.55
197507,    129.52,    263.10,    259.20,    380.12,     79.57
197508,    123.19,    249.58,    240.97,    334.18,     74.68
197509,    119.91,    246.05,    231.61,    323.54,     70.70
197510,    116.41,    236.90,    228.80,    306.65,     66.22
197511,    128.27,    244.78,    247.17,    339.07,     68.77
197512,    133.53,    247.50,    257.90,    360.38,     71.19
197601,    131.43,    246.98,    255.88,    337.19,     70.89
197602,    146.96,    279.27,    294.16,    363.31,     79.95
197603,    150.80,    276.45,    298.56,    338.14,     82.37
197604,    154.92,    284.33,    307.35,    362.58,     83.94
197605,    152.60,    285.25,    303.22,    346.82,     82.77
197606,    146.73,    286.36,    299.21,    335.60,     81.15
197607,    145.90,    289.32,    311.15,    335.78,     83.35
197608,    145.93,    287.95,    308.06,    334.36,     83.42
197609,    145.85,    284.60,    310.58,    339.85,     82.43
197610,    148.91,    294.15,    317.55,    352.08,     83.06
197611,    147.02,    286.54,    311.47,    340.94,     82.60
197612,    148.46,    287.82,    317.74,    314.20,     82.92
197701,    157.48,    305.35,    331.85,    335.97,     89.83
197702,    149.78,    295.69,    325.49,    308.23,     86.10
197703,    146.33,    289.15,    322.48,    308.42,     84.42
197704,    142.61,    287.02,    321.29,    304.74,     84.12
197705,    143.15,    292.78,    316.04,    292.90,     85.87
197706,    140.87,    288.00,    312.11,    287.52,     84.70
197707,    146.28,    297.82,    308.76,    286.41,     86.15
197708,    146.63,    291.71,    309.47,    281.92,     86.03
197709,    147.80,    281.03,    306.02,    290.70,     85.04
197710,    148.88,    282.22,    307.71,    289.74,     84.33
197711,    143.35,    270.95,    296.82,    286.49,     80.47
197712,    148.33,    281.53,    307.89,    306.21,     85.36
197801,    148.02,    284.88,    318.03,    311.09,     86.02
197802,    139.17,    267.53,    304.40,    305.00,     81.64
197803,    138.79,    261.65,    300.41,    293.91,     81.30
197804,    145.04,    269.53,    303.88,    307.75,     85.43
197805,    158.60,    291.71,    332.49,    338.27,     93.54
197806,    161.40,    300.02,    333.39,    361.45,     95.85
197807,    157.38,    292.23,    322.84,    355.71,     92.01
197808,    164.62,    309.12,    342.88,    386.71,     98.10
197809,    171.48,    318.58,    358.49,    392.75,    104.44
197810,    170.25,    319.83,    350.88,    381.79,    103.17
197811,    149.59,    286.42,    322.17,    332.29,     88.26
197812,    151.36,    296.25,    335.51,    349.50,     90.46
197901,    152.14,    301.22,    348.92,    360.99,     91.40
197902,    159.20,    317.44,    363.76,    368.19,     96.67
197903,    152.07,    307.67,    353.32,    352.19,     93.38
197904,    160.51,    329.33,    372.88,    371.26,    100.87
197905,    162.15,    331.12,    372.16,    375.12,    102.30
197906,    159.31,    324.31,    365.48,    368.60,    101.98
197907,    162.42,    335.22,    338.77,    354.47,    106.12
197908,    165.89,    342.59,    335.99,    357.30,    109.62
197909,    177.13,    363.51,    347.88,    391.18,    115.64
197910,    174.94,    368.93,    341.18,    388.95,    114.65
197911,    160.36,    346.56,    320.79,    371.43,    102.99
197912,    163.73,    368.60,    339.19,    404.93,    110.06
198001,    169.60,    379.01,    342.14,    412.78,    114.44
198002,    177.54,    412.75,    357.12,    410.11,    119.95
198003,    167.42,    425.92,    343.78,    388.47,    116.13
198004,    152.62,    367.78,    312.32,    384.03,    101.49
198005,    157.49,    390.17,    323.65,    405.53,    107.63
198006,    168.39,    408.03,    339.39,    431.22,    116.23
198007,    169.05,    406.24,    317.68,    379.47,    115.13
198008,    185.04,    426.79,    352.70,    414.81,    123.43
198009,    187.16,    434.33,    367.42,    419.27,    126.61
198010,    188.79,    451.51,    370.20,    433.97,    130.84
198011,    187.19,    469.67,    373.11,    430.65,    131.53
198012,    192.51,    542.87,    385.86,    466.51,    141.53
198101,    193.10,    507.32,    385.74,    490.48,    140.41
198102,    194.50,    477.37,    369.92,    486.09,    136.60
198103,    200.89,    482.84,    371.93,    488.47,    138.54
198104,    218.56,    490.69,    386.42,    523.92,    148.57
198105,    222.74,    471.18,    393.88,    543.09,    149.57
198106,    229.63,    460.99,    411.85,    559.30,    152.47
198107,    215.84,    425.36,    325.34,    442.78,    142.55
198108,    211.03,    437.04,    316.69,    425.02,    137.49
198109,    198.53,    408.61,    298.05,    391.95,    127.98
198110,    193.10,    365.29,    293.97,    389.02,    120.77
198111,    201.53,    387.85,    311.37,    419.31,    129.50
198112,    206.59,    407.64,    315.00,    437.60,    135.93
198201,    203.41,    391.48,    314.53,    433.71,    130.38
198202,    203.36,    372.29,    321.60,    439.46,    126.30
198203,    199.54,    338.72,    302.61,    424.49,    121.09
198204,    206.55,    332.31,    299.29,    415.55,    117.17
198205,    220.04,    344.40,    306.79,    445.63,    121.94
198206,    213.79,    337.25,    291.68,    433.81,    113.11
198207,    211.39,    308.28,    255.09,    374.45,    109.80
198208,    211.20,    293.95,    259.38,    379.22,    106.64
198209,    234.99,    328.06,    289.09,    427.93,    119.21
198210,    242.69,    330.61,    293.92,    436.03,    124.60
198211,    278.48,    358.81,    336.12,    474.61,    144.59
198212,    299.47,    359.19,    365.79,    502.42,    155.09
198301,    301.91,    372.18,    372.14,    507.52,    152.90
198302,    307.06,    387.59,    408.08,    519.41,    157.42
198303,    323.23,    392.37,    416.12,    540.85,    164.63
198304,    340.66,    405.46,    419.31,    572.47,    172.59
198305,    370.28,    433.96,    453.14,    601.51,    187.84
198306,    368.07,    441.20,    462.50,    585.92,    193.10
198307,    363.64,    440.89,    425.82,    528.02,    194.13
198308,    353.43,    436.25,    404.56,    502.73,    187.64
198309,    346.31,    448.09,    404.25,    494.85,    186.33
198310,    358.47,    449.98,    412.89,    500.86,    189.59
198311,    357.13,    444.60,    387.25,    489.62,    182.55
198312,    370.60,    454.17,    397.45,    474.64,    188.14
198401,    366.97,    453.75,    396.02,    460.34,    186.56
198402,    355.78,    455.22,    383.35,    461.43,    184.01
198403,    335.76,    443.45,    362.37,    450.02,    175.27
198404,    340.33,    451.25,    360.56,    446.16,    179.84
198405,    344.84,    457.16,    361.97,    462.29,    176.82
198406,    331.00,    424.72,    345.24,    429.78,    165.70
198407,    305.07,    403.30,    305.17,    313.68,    171.12
198408,    305.98,    390.51,    304.58,    302.17,    166.92
198409,    336.99,    437.61,    340.77,    333.67,    186.32
198410,    339.32,    436.78,    336.41,    322.22,    191.41
198411,    342.29,    435.11,    330.53,    328.14,    193.63
198412,    335.32,    433.36,    323.87,    329.22,    193.31
198501,    343.26,    440.94,    335.79,    341.97,    201.66
198502,    375.98,    470.85,    370.37,    370.14,    222.06
198503,    383.65,    480.33,    373.54,    385.69,    226.90
198504,    386.68,    482.67,    367.17,    398.45,    226.99
198505,    384.23,    486.80,    359.81,    391.26,    231.94
198506,    416.58,    493.63,    382.26,    431.71,    247.38
198507,    383.19,    470.59,    285.57,    378.54,    249.40
198508,    378.09,    474.88,    292.83,    377.36,    250.69
198509,    366.32,    474.54,    286.91,    374.97,    250.67
198510,    358.85,    460.41,    275.72,    351.88,    238.15
198511,    371.61,    484.95,    286.61,    348.79,    254.73
198512,    407.42,    504.12,    311.03,    386.18,    274.13
198601,    431.02,    519.33,    332.94,    404.52,    288.37
198602,    441.85,    518.30,    329.82,    411.68,    299.17
198603,    486.27,    555.70,    351.25,    439.55,    324.61
198604,    531.14,    580.20,    356.04,    498.00,    340.57
198605,    529.33,    574.84,    369.43,    508.03,    334.37
198606,    572.05,    606.30,    373.97,    548.02,    351.25
198607,    491.75,    553.73,    343.15,    482.29,    350.31
198608,    453.68,    537.74,    320.94,    458.93,    329.29
198609,    471.93,    586.97,    340.92,    478.75,    353.14
198610,    428.96,    551.84,    316.50,    423.32,    322.92
198611,    463.28,    583.20,    325.74,    464.25,    338.17
198612,    474.41,    603.51,    341.44,    469.99,    338.82
198701,    458.50,    592.74,    330.08,    471.62,    331.49
198702,    525.99,    671.16,    372.99,    530.11,    368.27
198703,    561.80,    680.37,    398.90,    595.12,    386.33
198704,    578.00,    711.12,    407.98,    595.52,    384.19
198705,    571.52,    700.18,    419.81,    580.65,    369.21
198706,    578.45,    690.41,    425.05,    587.85,    369.70
198707,    557.91,    674.56,    408.88,    496.23,    312.95
198708,    593.67,    706.03,    421.67,    525.72,    323.06
198709,    617.39,    727.92,    452.47,    537.42,    336.64
198710,    595.21,    722.99,    449.25,    520.75,    332.99
198711,    450.93,    572.64,    354.20,    419.93,    255.09
198712,    414.78,    537.82,    322.40,    382.98,    238.06
198801,    449.70,    576.35,    352.05,    407.75,    250.90
198802,    471.05,    606.21,    362.45,    435.56,    268.73
198803,    508.13,    631.02,    382.11,    447.49,    278.14
198804,    503.09,    626.83,    367.22,    437.01,    274.97
198805,    519.55,    641.24,    377.30,    430.27,    274.84
198806,    515.73,    645.53,    378.97,    428.91,    277.96
198807,    445.54,    678.17,    435.32,    413.13,    250.56
198808,    444.80,    677.84,    425.55,    421.81,    250.78
198809,    436.49,    658.07,    402.11,    420.67,    249.73
198810,    466.83,    669.62,    422.90,    438.71,    260.37
198811,    490.01,    685.97,    430.56,    448.39,    260.59
198812,    472.88,    678.15,    428.12,    440.35,    253.54
198901,    481.17,    694.19,    445.11,    449.96,    255.68
198902,    513.84,    737.39,    485.34,    482.26,    274.62
198903,    506.70,    721.58,    477.88,    468.42,    274.61
198904,    525.21,    734.07,    477.84,    494.25,    284.92
198905,    530.89,    770.30,    516.32,    523.81,    298.86
198906,    558.82,    799.21,    542.23,    548.22,    312.88
198907,    517.11,    756.76,    492.52,    471.29,    303.36
198908,    571.37,    807.56,    523.49,    538.66,    330.63
198909,    582.57,    832.19,    534.60,    541.88,    345.15
198910,    574.12,    827.13,    540.60,    526.66,    350.71
198911,    557.17,    811.39,    528.44,    530.59,    334.04
198912,    564.19,    836.84,    531.20,    555.21,    336.04
199001,    563.71,    872.25,    548.02,    565.76,    331.29
199002,    525.27,    824.23,    502.80,    526.24,    302.83
199003,    533.54,    841.15,    513.17,    515.23,    311.89
199004,    562.01,    856.45,    539.06,    536.66,    312.43
199005,    555.62,    829.65,    526.61,    539.97,    304.05
199006,    615.86,    883.34,    591.76,    614.47,    334.49
199007,    581.76,    850.04,    551.95,    603.83,    306.94
199008,    571.07,    872.67,    519.83,    618.52,    298.23
199009,    514.63,    800.27,    461.64,    576.84,    263.55
199010,    484.12,    767.70,    452.26,    556.55,    237.98
199011,    484.84,    764.99,    454.94,    569.82,    223.29
199012,    520.66,    801.22,    488.16,    624.06,    247.54
199101,    540.57,    819.08,    502.63,    644.38,    260.40
199102,    580.39,    840.19,    539.07,    680.94,    280.68
199103,    637.33,    893.18,    562.39,    752.10,    308.74
199104,    680.44,    914.39,    574.02,    797.70,    320.31
199105,    686.41,    925.14,    569.92,    791.01,    326.64
199106,    734.71,    953.53,    577.72,    830.21,    343.89
199107,    685.02,    863.30,    538.45,    723.25,    312.50
199108,    722.92,    897.41,    559.58,    790.59,    328.68
199109,    753.05,    912.77,    564.96,    813.13,    340.14
199110,    731.88,    907.14,    566.30,    814.32,    339.21
199111,    727.85,    922.05,    581.31,    867.76,    348.62
199112,    718.42,    880.07,    558.02,    847.93,    332.43
199201,    816.64,    949.25,    613.03,    989.53,    372.90
199202,    817.93,    943.14,    628.37,    944.38,    381.94
199203,    844.91,    948.90,    640.61,    919.10,    396.54
199204,    839.57,    939.27,    621.13,    872.75,    387.91
199205,    845.78,    984.82,    642.76,    861.13,    392.74
199206,    858.48,    999.38,    635.76,    876.92,    401.12
199207,    761.34,    946.77,    600.18,    693.89,    394.92
199208,    798.95,    994.85,    631.18,    736.49,    409.68
199209,    794.68,    979.89,    614.02,    713.35,    397.59
199210,    816.49,    993.10,    632.37,    686.79,    414.12
199211,    831.95,    989.84,    639.22,    709.54,    427.77
199212,    878.45,   1002.47,    675.18,    743.23,    456.40
199301,    885.27,   1021.75,    697.72,    733.32,    476.72
199302,    894.47,   1035.04,    719.19,    685.97,    494.55
199303,    882.67,   1070.48,    739.62,    625.08,    499.41
199304,    899.65,   1095.72,    760.97,    632.85,    520.26
199305,    833.35,   1100.63,    736.95,    645.60,    505.17
199306,    868.28,   1121.42,    785.93,    668.08,    515.28
199307,    782.41,   1077.04,    748.46,    580.07,    524.81
199308,    780.49,   1086.78,    742.66,    549.31,    537.44
199309,    808.90,   1123.84,    789.10,    562.91,    556.07
199310,    801.94,   1113.56,    793.36,    569.18,    567.04
199311,    844.84,   1126.10,    810.11,    604.37,    554.69
199312,    850.08,   1102.61,    790.06,    611.26,    542.99
199401,    858.09,   1128.68,    800.43,    626.41,    559.00
199402,    871.45,   1170.02,    831.38,    630.30,    586.51
199403,    867.40,   1142.84,    817.97,    595.43,    564.62
199404,    825.32,   1096.43,    790.50,    556.45,    542.71
199405,    831.16,   1116.04,    792.39,    573.93,    552.23
199406,    818.46,   1116.49,    809.41,    605.22,    571.21
199407,    705.30,    985.26,    714.64,    543.20,    507.32
199408,    718.70,   1032.50,    743.77,    549.56,    523.08
199409,    754.64,   1058.89,    778.11,    608.91,    539.76
199410,    740.14,   1038.64,    773.57,    625.22,    518.51
199411,    751.75,   1057.22,    807.41,    633.31,    520.09
199412,    729.17,   1013.91,    785.88,    639.36,    494.87
199501,    730.96,   1035.10,    804.16,    646.23,    503.83
199502,    732.81,   1049.99,    817.73,    688.03,    529.45
199503,    758.03,   1093.61,    860.83,    705.29,    556.50
199504,    784.32,   1126.21,    885.38,    723.19,    570.29
199505,    791.02,   1161.31,    933.41,    752.82,    582.67
199506,    827.00,   1208.89,    963.70,    763.97,    612.03
199507,    814.48,   1159.51,    963.16,    744.03,    574.20
199508,    839.43,   1188.31,   1034.93,    791.61,    603.12
199509,    835.31,   1184.88,   1054.42,    802.63,    623.96
199510,    872.38,   1220.70,   1084.33,    868.26,    653.25
199511,    852.09,   1208.74,   1091.43,    874.04,    641.37
199512,    899.22,   1261.26,   1106.04,    920.34,    678.46
199601,    911.20,   1304.77,   1097.69,    976.69,    685.79
199602,    931.29,   1342.24,   1109.51,   1036.11,    712.21
199603,    962.15,   1345.31,   1143.60,   1028.57,    731.15
199604,    984.91,   1390.29,   1107.92,   1034.83,    735.78
199605,   1011.62,   1416.13,   1192.99,   1033.59,    738.55
199606,   1069.69,   1439.26,   1224.53,   1077.25,    752.85
199607,    991.36,   1389.28,   1070.84,    968.33,    723.90
199608,    940.70,   1334.29,    991.56,    914.13,    694.79
199609,    969.59,   1370.92,   1019.08,    956.18,    721.48
199610,   1006.26,   1441.83,   1096.47,   1026.74,    761.69
199611,   1012.59,   1488.09,   1083.73,   1020.80,    794.70
199612,   1056.73,   1559.76,   1196.81,   1098.41,    858.05
199701,   1045.95,   1566.32,   1177.87,   1073.14,    842.82
199702,   1083.66,   1624.76,   1269.60,   1179.28,    895.74
199703,   1123.84,   1615.73,   1220.07,   1196.67,    925.77
199704,   1086.65,   1589.90,   1138.30,   1112.22,    875.60
199705,   1130.85,   1642.18,   1211.30,   1184.28,    923.41
199706,   1207.67,   1755.81,   1325.29,   1269.65,    972.39
199707,   1176.33,   1751.75,   1231.96,   1275.05,    960.15
199708,   1252.65,   1868.62,   1370.62,   1306.97,   1051.45
199709,   1217.15,   1803.29,   1349.09,   1239.45,   1004.80
199710,   1291.06,   1892.54,   1420.10,   1328.97,   1088.34
199711,   1261.96,   1822.40,   1353.52,   1320.00,   1060.35
199712,   1335.67,   1884.54,   1424.33,   1365.28,   1097.71
199801,   1377.44,   1907.46,   1412.68,   1421.83,   1155.37
199802,   1377.54,   1881.28,   1497.12,   1508.71,   1135.67
199803,   1508.58,   2005.55,   1628.91,   1609.58,   1241.58
199804,   1610.89,   2116.50,   1705.15,   1673.71,   1312.25
199805,   1599.92,   2149.95,   1764.27,   1719.09,   1344.89
199806,   1651.91,   2105.56,   1669.24,   1692.21,   1313.68
199807,   1615.12,   2059.01,   1716.84,   1666.92,   1289.18
199808,   1573.60,   1943.37,   1754.76,   1675.95,   1277.55
199809,   1363.72,   1738.18,   1474.06,   1482.10,   1008.68
199810,   1402.56,   1834.56,   1700.17,   1694.97,    996.38
199811,   1538.65,   1960.96,   1822.87,   1781.49,   1074.16
199812,   1671.75,   2018.30,   2012.11,   1916.06,   1146.11
199901,   1772.99,   2021.92,   2333.56,   2023.82,   1184.80
199902,   1796.09,   2003.70,   2666.28,   2044.45,   1209.48
199903,   1769.66,   1968.57,   2431.44,   2086.37,   1222.57
199904,   1797.47,   2097.34,   2587.59,   2157.62,   1261.40
199905,   1862.95,   2325.92,   2726.71,   2047.20,   1355.10
199906,   1844.08,   2288.62,   2700.82,   2017.30,   1311.44
199907,   1851.27,   2305.55,   2951.42,   2122.91,   1494.43
199908,   1785.78,   2327.78,   2928.48,   2045.84,   1409.59
199909,   1714.96,   2348.54,   3006.47,   2158.08,   1342.77
199910,   1663.61,   2282.17,   3013.36,   2015.63,   1287.93
199911,   1749.34,   2388.87,   3197.36,   2290.59,   1443.49
199912,   1800.51,   2295.70,   3574.97,   2351.03,   1415.14
200001,   1863.37,   2447.08,   4201.19,   2235.95,   1440.74
200002,   1724.96,   2340.42,   4052.37,   2427.17,   1383.74
200003,   1643.58,   2237.28,   4621.61,   2361.57,   1305.71
200004,   1834.50,   2406.92,   4878.15,   2321.67,   1495.25
200005,   1811.15,   2451.35,   4394.93,   2467.21,   1456.06
200006,   1813.20,   2493.09,   3928.76,   2395.40,   1515.57
200007,   1662.24,   1996.28,   3963.12,   2614.72,   1765.51
200008,   1677.29,   1985.14,   3760.80,   2478.38,   1872.50
200009,   1665.90,   2164.70,   4171.88,   2590.40,   2054.05
200010,   1717.32,   2170.70,   3657.37,   2717.21,   2085.45
200011,   1778.89,   2198.62,   3460.57,   2852.06,   2073.75
200012,   1773.42,   2165.07,   2739.81,   2924.50,   1942.31
200101,   1887.16,   2338.96,   2573.57,   3047.60,   2036.07
200102,   1980.49,   2250.91,   2991.16,   2802.52,   2043.63
200103,   1937.85,   2239.32,   2349.47,   2807.20,   1960.85
200104,   1885.87,   2194.22,   2113.51,   2605.08,   1897.08
200105,   2002.16,   2397.26,   2449.16,   2737.14,   2028.42
200106,   2055.32,   2437.63,   2418.66,   2811.10,   2122.91
200107,   2033.72,   2256.56,   2538.02,   2848.09,   2081.33
200108,   2109.82,   2248.50,   2454.87,   2927.35,   2039.58
200109,   2042.31,   2202.23,   2183.07,   2845.13,   1938.01
200110,   1899.82,   1961.67,   1889.61,   2837.75,   1787.51
200111,   1954.16,   2040.83,   2066.43,   2886.80,   1793.32
200112,   2098.91,   2102.40,   2359.21,   3038.99,   1946.63
200201,   2185.41,   2185.33,   2390.48,   2957.32,   2032.60
200202,   2253.35,   2179.29,   2357.36,   2893.32,   2022.14
200203,   2314.23,   2259.83,   2129.89,   2880.68,   2034.76
200204,   2397.86,   2432.01,   2261.33,   2923.19,   2163.66
200205,   2413.07,   2390.79,   2002.76,   2704.55,   2109.36
200206,   2418.41,   2360.62,   1987.00,   2664.28,   2098.59
200207,   2290.30,   2349.52,   1699.52,   2330.55,   2086.66
200208,   2081.42,   2123.80,   1554.59,   2280.57,   1971.73
200209,   2128.50,   2107.87,   1564.54,   2299.90,   1999.42
200210,   1953.76,   1938.86,   1353.99,   2182.98,   1797.34
200211,   2054.34,   2009.59,   1623.73,   2312.84,   1919.72
