This file was created by CMPT_IND_RETS using the 202212 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
194612,   3.75,   6.16,   6.64,   4.39,   4.73,   3.77,   4.06,   7.23,   6.07,   2.74
194701,   0.23,  10.90,   0.90,  -0.65,   5.38,   1.03,   0.68,  -5.32,  -0.16,   0.47
194702,  -0.31,   1.54,  -0.68,  -2.70,  -2.08,  -2.05,  -0.39,  -4.19,  -0.88,  -1.28
194703,  -2.20,  -2.70,  -1.60,   2.29,  -2.29,  -2.15,  -2.20,  -1.26,  -2.79,  -3.33
194704,  -6.68,  -4.08,  -5.74,  -0.44,  -5.21,  -0.22,  -7.97,  -8.60,  -3.72,  -6.27
194705,  -0.50,  -2.16,  -2.09,   2.52,  -0.29,  -1.10,  -0.37,  -2.68,  -2.48,  -2.07
194706,   6.53,   5.87,   5.74,   7.76,   3.87,  -3.17,   9.88,   4.19,   3.98,   3.19
194707,   4.65,   5.20,   3.88,   3.87,   6.34,   0.81,   4.61,   2.60,   2.53,   5.99
194708,  -1.38,  -0.76,  -1.01,  -2.30,  -4.21,   0.36,  -3.54,  -3.83,   0.26,  -3.19
194709,   0.40,   0.17,   0.70,  -2.71,   1.13,   0.84,  -2.80,  -2.62,  -1.32,  -0.96
194710,   1.36,   2.93,   3.24,   5.24,   1.74,   0.21,   3.03,   1.22,   0.13,   0.99
194711,  -1.69,  -2.68,  -1.20,  -0.34,  -0.55,  -2.57,  -2.41,  -3.04,  -7.58,  -1.95
194712,   0.69,   2.24,   2.62,   9.29,   2.48,   0.44,   0.36,   3.10,   1.19,   3.72
194801,  -2.69,  -5.35,  -4.08,  -7.43,  -5.53,   0.10,  -3.29,  -8.23,  -0.22,  -0.87
194802,  -6.12,  -5.42,  -5.33,  -2.96,  -3.94,  -1.06,  -3.80,  -3.53,  -3.46,  -4.11
194803,   5.46,   7.25,   9.62,   9.93,  11.10,   1.95,   6.67,   6.33,   6.61,   9.94
194804,   1.31,   1.17,   2.51,  11.22,  -0.59,   2.65,   5.08,   2.14,   1.50,   3.25
194805,   5.09,  14.43,   7.87,   6.08,  12.77,   2.49,   8.57,   6.78,   5.73,   6.76
194806,  -2.00,   0.30,  -0.98,   3.49,  -1.41,   0.44,  -1.30,  -2.19,   2.57,  -0.75
194807,  -1.67,  -4.37,  -4.99,  -7.18,  -6.60,  -1.65,  -7.72,  -4.25,  -4.34,  -4.99
194808,   0.02,   1.12,   0.41,  -2.01,   3.07,   0.06,   2.49,  -1.90,   0.10,   1.53
194809,  -3.95,  -3.88,  -2.65,  -4.46,  -3.17,  -0.23,  -0.93,  -3.08,  -0.89,  -3.44
194810,   3.64,   7.95,   6.69,   9.20,   6.85,   1.11,   4.14,   5.19,   4.42,   4.96
194811,  -6.17, -11.87, -10.15, -12.18,  -9.25,  -2.06,  -5.72,  -5.74,  -9.05, -10.58
194812,   0.68,   3.44,   4.04,   4.72,   6.31,   1.09,   1.53,   4.54,   2.65,   2.85
194901,   3.67,   2.44,   0.31,  -3.83,  -1.33,  -1.26,   1.17,   4.57,   4.76,   0.32
194902,  -1.93,  -3.69,  -3.43,  -4.30,  -4.21,  -0.30,  -2.27,  -0.93,   0.68,  -3.20
194903,   3.20,   3.42,   3.56,   6.06,   5.82,   1.36,   4.39,   5.50,   3.77,   4.90
194904,  -1.64,  -4.22,  -3.54,   1.28,  -3.71,  -1.64,  -1.64,   0.24,   1.23,  -1.52
194905,  -0.42,  -2.83,  -3.30,  -5.63,  -5.30,  -2.18,   0.19,  -1.88,  -0.58,  -2.69
194906,   1.02,   1.29,   0.23,  -1.18,   0.11,   1.12,   2.86,   2.16,  -0.92,  -1.38
194907,   4.94,   9.43,   5.94,   6.24,   6.90,   2.41,   5.16,   6.00,   4.73,   4.19
194908,   3.97,   2.31,   2.17,   5.49,   0.75,   0.98,   1.50,   0.19,   3.66,   1.45
194909,   2.83,   2.65,   3.93,   3.03,   3.65,   1.23,   2.32,   1.86,   4.06,   3.39
194910,   1.53,   7.34,   4.34,   3.71,   3.74,   1.88,   0.66,   3.38,   1.32,   2.42
194911,   1.84,   4.75,   3.24,  -2.77,   3.90,   1.67,   2.10,   4.81,   3.24,   1.23
194912,   5.13,   8.27,   6.50,   1.09,   9.17,   1.59,   4.76,   8.70,   3.26,   7.18
195001,   1.37,   1.87,   1.98,  -0.64,   4.53,   1.86,   0.43,   1.06,   3.73,   3.20
195002,   0.53,   3.49,   1.94,  -0.53,   3.40,   0.66,   2.32,   1.92,   2.39,   1.01
195003,  -0.56,   1.86,   0.81,   4.85,   2.42,   4.57,  -0.17,  -2.90,   0.55,  -0.70
195004,   0.14,  10.57,   7.45,   3.23,   4.73,   2.37,  -0.36,   5.52,   0.95,   1.52
195005,   2.07,   6.44,   5.98,   8.80,   0.23,   1.97,   3.16,   3.96,   1.83,   1.35
195006,  -5.69,  -4.04,  -6.55,  -4.52,  -7.96,  -4.28,  -4.42,  -4.19,  -7.63,  -6.79
195007,   0.44,  -2.71,   2.14,   8.81,  -2.92,  -1.33,  -0.96,  -6.94,  -5.23,   7.50
195008,   3.94,   9.23,   6.34,   4.32,   5.26,   2.56,   4.38,   3.68,   3.38,   2.32
195009,   4.88,   8.79,   4.50,   3.53,   5.01,  -0.46,   8.46,   6.15,   4.49,   6.51
195010,  -0.37,   0.61,   0.46,   0.29,  -1.49,   0.21,   0.84,  -1.76,  -0.73,  -1.51
195011,   0.02,  -2.61,   5.94,   5.28,   2.64,  -0.24,   1.11,   4.68,  -1.17,   3.94
195012,   2.83,   1.50,   6.69,   8.68,   3.88,   1.89,   2.76,   6.06,   3.59,  11.05
195101,   4.62,   9.22,   6.13,   6.30,   7.73,   1.88,   3.62,   3.10,   5.02,   6.39
195102,   0.96,   2.80,   1.23,   0.96,   0.92,   4.11,   3.12,   1.46,   3.11,  -0.42
195103,  -2.77,   1.18,  -3.04,  -2.38,  -0.91,  -1.10,  -2.10,   1.70,  -1.41,  -2.84
195104,   0.95,   3.42,   6.85,  10.81,   3.17,   0.85,   0.39,  10.41,   0.21,   3.75
195105,  -1.27,  -5.32,  -2.14,  -3.01,  -2.77,  -0.41,  -1.32,   1.57,  -0.05,  -3.27
195106,  -3.58,  -6.83,  -3.80,   1.09,  -1.60,  -0.18,  -2.71,   0.83,  -0.39,  -5.12
195107,   3.13,   3.10,   8.45,  11.37,   6.00,   2.80,   2.91,  14.42,   5.31,   7.40
195108,   3.51,   7.00,   4.87,   5.74,   5.92,   2.64,   2.69,  -1.38,   2.13,   3.45
195109,  -0.41,   2.66,   0.23,  -0.76,   3.44,  -0.04,   3.20,  -1.84,   1.32,   3.58
195110,  -3.12,  -2.04,  -4.15,   1.17,  -5.76,  -1.08,  -3.09,  -5.94,   0.71,  -3.63
195111,  -0.06,   2.01,   0.43,  -0.79,   2.12,   0.49,   1.45,  -0.50,   1.65,   2.10
195112,   1.91,   2.48,   4.57,   4.72,   5.05,   0.87,  -0.24,   5.11,   3.26,   2.13
195201,   0.52,  -1.17,  -0.30,   6.60,  -1.87,   0.17,  -0.49,   0.73,   3.08,   3.32
195202,  -2.01,   0.46,  -3.84,  -3.39,  -3.42,  -0.63,  -3.66,  -4.22,   0.70,  -1.57
195203,   1.71,   8.33,   2.97,   8.72,   4.95,   1.26,   2.52,   0.37,   2.23,   5.84
195204,  -3.32,  -3.00,  -6.62,  -7.65,  -3.44,  -0.74,  -1.77,  -5.46,  -1.80,  -3.39
195205,   2.14,   4.01,   4.28,   3.51,   2.96,   1.03,   2.64,   2.53,   2.99,   2.94
195206,   2.87,   5.24,   4.32,   5.45,   5.66,   2.06,   2.93,  -0.97,   1.09,   4.02
195207,   0.65,   2.53,   2.22,  -1.02,   1.64,   0.24,   1.94,  -4.39,   2.17,   1.13
195208,   0.96,   2.04,  -1.66,  -2.66,  -0.32,   0.88,  -0.30,  -0.55,   1.90,  -0.13
195209,  -2.81,  -0.78,  -2.10,  -4.30,   0.90,  -0.34,  -0.76,  -4.10,   0.35,  -1.37
195210,  -1.23,   1.20,  -1.55,   0.38,  -1.11,   0.92,  -1.10,  -1.47,   0.49,  -1.57
195211,   5.91,   6.52,   8.71,   2.07,   8.87,   4.07,   4.54,   7.25,   5.19,   7.27
195212,   1.47,   7.01,   2.67,   4.55,   2.79,   0.88,   1.29,  -1.96,   1.79,   3.74
195301,   2.01,  -0.36,   0.66,  -2.99,  -2.13,   1.02,   0.83,  -5.12,   0.94,   1.08
195302,   1.69,  -1.17,  -0.98,   0.33,   0.49,  -0.43,  -0.15,   2.09,   0.41,  -0.23
195303,  -1.64,  -4.38,  -1.63,  -0.56,  -0.81,  -0.43,  -0.48,  -0.16,   0.14,  -1.44
195304,  -0.24,  -1.97,  -2.68,  -5.18,  -0.86,  -1.04,  -0.80,  -5.35,  -3.20,  -3.20
195305,   0.22,  -0.02,   0.24,   1.84,   1.05,   0.36,   1.51,  -0.03,   0.03,   1.44
195306,  -0.86,  -3.33,  -2.32,  -0.08,  -2.06,   0.50,  -2.20,  -3.29,  -3.06,  -2.05
195307,   2.64,   0.72,   2.61,   3.93,   2.19,   0.94,   1.97,   3.66,   3.37,   1.43
195308,  -3.42,  -6.36,  -4.85,  -6.37,  -4.52,  -0.84,  -2.34,   0.05,  -0.37,  -6.80
195309,   0.16,  -0.82,   1.18,  -1.92,   3.09,   1.78,   0.10,   0.43,   1.61,  -0.98
195310,   0.72,   7.74,   6.02,   5.64,   7.15,   1.38,   0.86,   2.66,   4.49,   3.68
195311,   0.56,   0.49,   4.18,   1.99,   4.82,   2.26,   3.34,   7.98,   3.00,   2.78
195312,  -0.50,  -1.21,   0.64,   0.44,   0.50,   0.54,   1.25,  -1.34,   0.59,  -2.31
195401,   4.17,   5.28,   4.55,   8.64,   6.90,   1.89,   3.32,   5.65,   3.28,   6.66
195402,  -0.23,   1.71,   0.97,   2.80,   5.34,   2.57,   0.44,  -0.18,   1.57,   1.54
195403,   1.41,   3.51,   4.88,   4.28,   8.59,   1.72,   0.38,   0.28,   2.98,   1.79
195404,   0.90,   4.09,   5.77,   6.15,   8.89,   1.98,   1.54,   1.20,   1.23,   2.87
195405,   2.48,   4.48,   4.40,   2.97,  -0.26,   1.24,   2.84,   1.61,   2.69,   4.40
195406,   0.76,   1.19,   3.62,  -5.87,   9.29,   0.54,   2.50,  -2.43,   1.34,   1.48
195407,   6.37,   9.85,   5.20,   4.23,   0.08,   4.36,   4.21,   8.21,   5.43,   6.83
195408,  -2.71,  -3.36,  -3.75,   0.52,  -4.29,  -1.43,  -0.21,  -2.57,  -1.73,  -2.26
195409,   3.83,  14.47,   6.60,  10.01,   7.30,   2.49,   4.84,   2.82,   2.01,   4.33
195410,  -2.25,  -0.77,  -1.11,  -1.98,  -1.78,  -0.85,  -2.53,  -1.62,  -3.81,   0.57
195411,   6.23,   4.45,  13.68,   8.04,  13.47,   3.43,   8.40,  12.55,   5.69,  11.16
195412,   4.33,   7.27,   6.54,   6.47,   2.90,   1.58,   2.26,   6.13,   3.58,   9.39
195501,   0.27,   0.54,  -0.12,   0.41,   4.14,   0.80,   1.73,  -2.88,   1.45,   0.88
195502,   1.57,  -1.03,   4.17,   2.42,   5.07,   3.99,   1.31,   2.85,   3.65,   3.76
195503,  -0.85,   0.05,   0.36,  -0.23,  -1.53,  -0.19,  -1.40,   6.10,  -0.72,   0.94
195504,   3.98,   5.67,   4.33,   0.58,   5.39,   1.97,   1.83,   0.01,   2.55,   3.44
195505,  -0.24,  -1.13,   3.00,  -0.62,   0.26,   1.29,   3.02,   3.14,  -0.13,   1.64
195506,   2.60,  10.10,   9.59,  11.20,   4.45,   0.69,   4.42,   0.17,   1.67,   2.37
195507,   1.95,  18.82,  -1.37,   2.76,  -3.06,   2.61,   2.03,   0.14,   3.69,  -1.80
195508,  -0.69,  -4.27,   3.12,  -1.10,   0.11,  -2.44,   1.64,   0.15,   0.08,   0.47
195509,  -1.68,   8.75,  -0.57,  -0.38,  -4.20,   1.06,   3.41,  -3.20,  -2.63,  -2.50
195510,  -0.81,  -4.87,  -3.16,  -0.99,  -5.46,  -1.15,  -2.51,   0.81,  -1.02,  -2.84
195511,   3.60,   9.06,   8.02,   8.58,  10.89,   1.63,   6.00,   6.26,   3.39,   8.05
195512,   1.20,  -4.09,   3.11,   3.70,   5.04,   0.86,  -0.75,   6.22,  -0.12,  -0.72
195601,  -1.62,  -6.59,  -4.71,   0.54,  -5.34,   1.86,  -4.41,  -6.50,  -0.33,  -2.76
195602,   1.18,   5.73,   4.87,   4.27,   6.05,   0.16,   2.81,   8.25,   1.92,   3.17
195603,   1.74,   4.10,   7.97,  11.44,  10.39,   1.43,   0.43,   7.24,   3.78,   5.68
195604,   0.81,  -5.12,   1.21,   3.62,  -0.51,  -0.88,  -1.82,   2.74,  -2.18,   0.50
195605,  -3.23,  -4.45,  -6.28,  -6.37,  -5.35,  -1.06,  -4.55,  -1.24,  -0.74,  -5.48
195606,   0.66,   6.61,   4.87,   2.74,   6.63,   1.28,   2.20,   3.58,   2.34,   1.59
195607,   1.98,   4.58,   6.25,   6.00,   5.28,   2.69,   4.80,   3.10,   5.24,   2.41
195608,  -1.37,   0.61,  -3.21,  -5.27,  -3.55,  -1.36,  -2.69,  -3.07,  -2.48,  -3.60
195609,  -3.23,  -0.91,  -6.16,  -5.81,  -6.85,  -2.87,  -4.57,  -3.69,  -3.87,  -4.40
195610,   0.40,  -1.35,   0.98,   0.54,   3.26,  -1.39,   1.48,   0.58,   1.14,   1.10
195611,  -0.42,  -3.53,  -0.94,   5.31,   0.68,   1.52,  -2.17,  -1.31,   0.42,   0.21
195612,   1.26,   0.86,   4.84,   4.14,   4.41,   2.55,  -0.60,   6.05,   1.82,   2.02
195701,   1.77,  -4.86,  -5.71,  -4.12,  -5.65,   2.90,  -1.29,  -2.26,   2.64,  -0.54
195702,  -1.41,  -1.65,  -2.78,  -2.27,  -0.65,   0.32,  -0.91,  -0.35,  -0.29,  -2.57
195703,   1.60,   0.44,   1.99,   3.17,   4.78,   1.52,   2.10,   8.21,   1.69,   2.31
195704,   1.39,   7.35,   3.60,   6.94,   8.39,   0.45,   0.25,   5.43,   3.19,   3.15
195705,   1.39,   0.64,   3.53,   7.61,   5.79,   1.03,   2.70,   4.78,   2.25,   1.36
195706,  -0.65,  -0.23,   0.23,  -1.74,   5.23,  -2.09,  -2.10,   6.45,  -5.11,  -1.11
195707,   0.93,   3.29,   0.54,   0.99,   1.06,  -0.24,   2.88,   2.98,   0.02,   1.12
195708,  -1.99,  -2.74,  -6.27,  -5.74,  -7.06,  -0.12,  -2.71,  -2.26,  -2.58,  -5.41
195709,  -1.15,  -7.15,  -6.89,  -7.97,  -6.38,  -2.22,   0.42,  -3.71,  -1.72,  -6.64
195710,  -2.13,  -4.33,  -4.67,  -5.80,  -1.79,  -2.10,  -3.93,  -0.45,  -0.69,  -6.88
195711,   3.36,  -5.71,   3.38,   2.43,   6.50,   1.49,   1.73,   7.77,   4.38,   0.33
195712,   0.44,  -8.27,  -4.57,  -7.00,  -3.30,   1.26,  -1.72,  -0.38,   2.56,  -4.36
195801,   7.45,   5.51,   5.43,   1.58,   4.01,   4.26,   7.49,  -0.05,   6.24,  11.02
195802,   2.04,  -1.39,  -1.97,  -4.58,  -1.69,   0.66,   1.41,   4.92,   1.28,  -1.78
195803,   4.20,   2.65,   1.52,   7.91,   2.58,   1.17,   4.09,   7.53,   1.97,   2.51
195804,   3.55,   4.28,   1.42,   5.15,  -0.14,   2.70,   2.99,   7.52,   5.09,   4.55
195805,   2.72,   4.68,   3.42,   0.37,   1.53,   2.11,   3.62,   1.07,   1.41,   3.74
195806,   2.65,   2.64,   2.36,   4.95,   3.59,   1.66,   2.14,   3.23,   2.19,   2.88
195807,   1.63,   9.38,   8.48,   0.69,   3.77,   0.90,   1.87,   5.97,   1.13,   5.31
195808,   2.93,  -0.29,   2.41,   1.92,   2.07,   2.40,   5.71,   1.98,  -1.01,   3.07
195809,   4.26,  10.29,   4.54,   3.28,   6.18,   5.05,   4.01,  11.72,   3.48,   4.64
195810,   2.51,   1.84,   3.06,   1.33,   4.44,   1.45,   1.22,   1.05,   4.28,   3.64
195811,   4.09,   2.03,   2.92,   1.92,   4.35,   2.13,   5.90,   8.03,   2.95,   4.70
195812,   2.66,   3.08,   5.20,   1.25,  13.06,  13.30,   5.71,   4.61,   5.94,   3.05
195901,   3.81,  -0.18,   0.80,   0.51,  -2.18,   3.91,   3.49,  -0.62,   1.24,   1.95
195902,   3.00,  -1.40,   3.62,  -7.39,   5.14,   4.84,   2.66,   3.86,   1.25,   1.69
195903,   0.30,  -0.75,  -0.23,   2.14,   2.32,  -0.42,  -1.66,   4.26,   1.63,  -0.72
195904,   3.01,   9.77,   4.16,   1.72,   8.39,   4.63,   1.53,  11.92,  -1.13,   2.07
195905,   1.34,   6.24,   4.05,  -0.95,   4.76,  -1.04,   2.71,  -1.07,  -1.10,   0.65
195906,   1.67,   0.48,   1.28,  -2.72,  -0.97,  -1.06,   2.26,   6.59,  -2.23,   1.41
195907,   3.70,   8.09,   3.73,   4.96,   0.52,   0.60,   2.00,   4.74,   3.85,   0.15
195908,  -0.39,   3.23,  -1.89,  -3.13,  -2.53,   0.61,   0.78,  -3.52,   1.34,  -2.20
195909,  -3.22,  -4.29,  -4.96,  -6.90,  -4.21,  -0.96,  -2.08,  -4.96,  -4.34,  -4.11
195910,   3.79,  -1.10,   1.42,   1.17,   5.06,   1.30,   0.82,   2.38,   0.88,   0.17
195911,   1.24,   0.12,   2.19,  -0.41,   9.21,  -1.23,   2.43,   5.62,   0.40,  -0.50
195912,   1.23,   5.90,   2.16,   4.23,   3.43,   4.31,   2.63,  -1.63,   2.13,   2.08
196001,  -3.35, -11.36,  -8.41,  -7.49,  -9.83,   0.95,  -5.70,  -6.35,  -2.07,  -4.43
196002,   2.93,  -2.07,   0.49,  -3.43,   5.39,   8.36,   4.06,   0.27,   2.77,   0.01
196003,  -1.41,  -5.26,  -3.55,  -0.80,   1.58,   0.14,   0.16,   1.61,   1.77,  -2.34
196004,   1.54,  -2.09,  -3.53,  -4.26,   0.56,  -1.05,  -0.21,   1.68,   1.37,  -1.14
196005,   6.52,  -0.51,   3.86,  -3.46,   9.57,   3.32,   3.29,  13.77,   1.52,   0.33
196006,   4.32,   0.69,   1.68,   3.52,   1.42,  -0.34,   3.78,  -0.16,   5.79,   2.85
196007,  -0.95,  -0.50,  -4.15,   0.70,  -4.21,   0.10,  -3.00,  -3.86,  -1.23,  -1.54
196008,   4.52,   3.20,   1.70,   4.10,   1.16,   7.11,   3.14,   2.46,   4.46,   3.02
196009,  -3.41,  -5.30,  -7.03,  -1.00,  -8.73,  -5.91,  -8.39,  -8.71,  -4.55,  -5.80
196010,   1.65,  -0.98,  -0.97,   2.43,  -3.26,   0.14,   0.22,  -3.49,  -0.31,  -0.86
196011,   8.68,  -0.70,   4.85,   3.40,   7.02,   4.19,   6.93,   4.04,   3.78,   6.75
196012,   4.47,  -0.22,   3.93,   5.30,   3.04,  12.45,   2.26,   6.22,   6.42,   4.18
196101,   5.44,   8.57,   6.63,   9.76,   2.88,   7.89,   2.90,   6.05,   4.86,   7.83
196102,   6.65,   4.43,   5.05,   0.73,   2.70,   0.75,   4.95,   5.19,   3.67,   5.68
196103,   4.82,   3.91,   1.61,   1.42,   2.77,   7.43,   5.85,   3.80,   1.74,   3.45
196104,  -1.36,  -1.04,  -1.34,   4.76,   0.48,   0.80,   0.58,  -0.30,   1.86,   0.49
196105,   3.67,   1.65,   4.58,   0.15,   2.87,  -1.04,   4.09,   2.28,   2.50,   4.21
196106,  -1.42,  -1.88,  -2.96,  -4.02,  -3.35,  -3.99,   0.53,  -3.38,  -1.82,  -3.91
196107,   2.84,   6.99,   2.47,   2.27,   1.79,   6.43,   2.45,   3.45,   2.89,   1.26
196108,   5.13,   2.03,   2.46,   0.20,   4.48,   0.26,   3.26,   3.84,   3.80,   5.30
196109,   0.03,   5.54,  -4.46,  -6.43,   0.22,  -2.77,   0.40,  -1.31,   1.40,  -1.79
196110,   3.37,   0.35,  -0.23,   6.62,   3.37,   0.19,   9.02,   3.52,   5.31,   2.27
196111,   5.49,   9.84,   2.96,   5.54,   2.94,   8.49,   5.11,   3.27,   3.41,   3.91
196112,  -3.16,   2.12,   0.17,   3.79,  -0.69,   3.33,  -0.31,  -2.02,  -4.22,  -1.86
196201,  -6.19,  -0.96,  -3.55,   0.09,  -4.96,  -6.08,  -8.63,  -4.62,  -2.58,  -1.37
196202,   0.23,  -1.52,   1.40,   5.35,  -0.02,   4.09,   1.63,   3.76,   2.62,   1.70
196203,  -1.10,  -1.17,  -0.45,  -1.66,   0.21,  -2.94,   0.91,   0.54,   1.98,  -1.84
196204,  -6.76,  -4.35,  -7.94,  -3.62, -11.06,  -4.71,  -4.42, -11.01,  -2.79,  -7.11
196205, -11.29,  -5.10,  -8.21,  -4.98, -11.17,  -7.11,  -9.08, -10.90, -10.47,  -7.91
196206,  -8.83,  -6.57,  -9.54,  -4.86, -11.57,  -8.52, -10.26, -12.59,  -5.08,  -9.17
196207,   5.22,   8.67,   5.37,   4.90,  11.32,   7.23,   4.38,   7.78,   7.45,   5.71
196208,   0.89,   3.78,   2.41,   1.84,   3.40,   1.58,   4.30,  -7.92,   3.17,   3.89
196209,  -5.63,  -2.87,  -5.73,  -1.78,  -8.88,  -6.05,  -6.61,  -4.05,  -2.83,  -5.75
196210,  -3.28,   2.32,   1.57,  -0.29,  -0.15,   2.77,  -1.34,   2.47,  -1.08,   0.66
196211,  12.09,   7.15,  13.16,  10.71,  14.57,   7.16,  11.18,  17.59,   7.59,  14.89
196212,   1.43,   2.90,  -0.99,   4.69,  -0.17,   1.08,   0.04,   0.89,   3.44,   1.38
196301,   5.94,   6.38,   5.73,   2.69,   5.64,   4.13,   4.11,   5.65,   5.26,   5.24
196302,  -3.04,  -3.02,  -2.57,  -1.31,  -5.06,  -1.09,  -0.67,  -2.58,  -1.48,  -0.35
196303,   2.57,   7.44,   2.87,   6.97,   2.74,   1.94,   2.01,   1.18,   1.79,   2.87
196304,   2.38,   5.67,   4.69,   6.05,   6.41,   3.73,   5.47,   7.62,   2.40,   5.88
196305,   1.90,   7.86,   2.07,  -0.11,   4.19,  -0.64,   2.62,  -0.25,   1.03,   3.65
196306,  -1.38,  -2.79,  -2.57,   1.21,  -4.92,  -1.94,  -1.37,  -1.09,  -1.13,  -1.31
196307,  -0.49,  -0.22,  -1.40,   2.29,  -0.69,  -0.25,  -1.05,   0.56,   0.80,  -1.63
196308,   4.89,   6.55,   6.21,   3.94,   5.14,   4.29,   6.44,   9.56,   4.20,   5.54
196309,  -1.69,  -0.24,  -0.77,  -3.64,   0.13,   2.37,   0.93,  -4.06,  -2.50,  -3.18
196310,   2.65,   9.72,   2.55,  -0.32,   8.29,   3.43,   0.52,   3.38,  -0.67,   1.38
196311,  -1.13,  -4.84,   0.31,  -1.16,  -0.29,   4.14,  -1.24,  -1.65,  -1.02,   0.23
196312,   2.81,   0.27,   1.92,   4.65,   3.05,  -0.08,   0.33,   1.54,   2.42,   2.81
196401,   0.79,   1.19,   2.69,   4.84,   2.91,   3.33,   2.51,   3.68,   1.40,   1.24
196402,   1.87,   2.14,   2.74,   1.06,   1.96,  -0.28,   1.63,   1.66,   0.87,   5.50
196403,   3.08,   0.93,   3.70,   1.40,   3.38,  -0.90,   2.44,  -1.94,  -0.75,   2.18
196404,  -0.48,   1.93,  -1.74,   4.03,  -3.63,   0.83,   2.86,  -1.42,   1.06,   0.26
196405,   1.56,   1.12,   1.71,   2.14,   2.74,  -0.39,   3.90,   0.53,   0.84,   2.42
196406,   1.61,   0.67,   0.89,   0.65,   0.52,   4.70,   3.84,   0.59,   2.20,   1.38
196407,   1.76,   5.28,   1.32,   3.34,  -1.80,  -2.00,   1.21,   4.76,   4.91,   1.34
196408,  -0.26,   1.33,  -1.28,  -1.86,  -2.75,  -1.55,   0.34,  -4.22,  -0.01,  -3.14
196409,   1.69,   5.04,   4.80,   3.08,   1.15,  -1.01,   3.49,   2.73,   1.87,   4.05
196410,  -0.18,   0.25,   0.42,   3.07,  -0.99,  -0.90,   2.32,   2.88,   0.95,   1.83
196411,   0.70,  -1.38,  -0.58,   2.55,  -0.23,  -2.20,   3.26,   2.17,   1.37,  -1.80
196412,   0.23,   1.67,  -0.68,  -0.24,  -0.01,   3.09,   0.13,   4.38,   0.50,  -1.79
196501,   6.08,   3.76,   5.39,   0.52,   7.46,   0.28,   3.06,   7.66,   3.96,   4.72
196502,   1.61,  -0.69,   2.54,  -3.36,   2.20,   0.80,   1.39,   2.42,   0.43,   2.59
196503,  -0.79,   1.39,  -1.16,  -3.03,  -0.48,  -1.69,  -0.80,  -0.93,  -0.52,  -0.26
196504,   4.20,   7.04,   4.07,   0.86,   5.14,   2.33,   6.82,   2.98,   0.65,   2.17
196505,  -0.79,  -3.53,  -0.53,   0.87,   0.48,   2.75,   0.23,  -1.24,  -0.97,  -1.68
196506,  -5.13,  -6.83,  -6.25,  -1.98,  -5.71,  -4.18,  -6.21,  -5.31,  -3.66,  -7.00
196507,   1.60,   2.30,   2.09,   1.81,   3.60,  -0.38,  -1.39,   3.95,   1.06,   3.41
196508,   4.08,   3.21,   3.53,   1.56,   5.88,   1.33,   2.30,   6.29,   0.92,   5.09
196509,   0.46,   6.97,   3.83,   4.37,   5.29,   1.09,  -0.65,   2.24,   1.39,   1.79
196510,   2.63,   6.34,   4.37,   1.84,   5.22,  -2.29,   0.29,   3.23,   1.05,   4.25
196511,   1.11,  -4.03,   1.38,   0.71,   2.73,  -4.32,   1.38,   3.80,  -1.00,   3.90
196512,   1.27,   1.23,   3.24,   0.17,  -1.54,  -0.86,   1.33,   3.83,  -0.31,   3.49
196601,   1.90,   0.49,   2.92,   1.04,   1.35,  -1.30,  -4.34,   2.74,  -3.02,   5.26
196602,  -0.48,  -1.50,  -0.76,  -3.47,   5.03,   0.48,  -1.84,  -1.55,  -4.17,   2.11
196603,  -2.65,  -3.06,  -1.83,  -2.23,  -0.90,  -4.84,  -2.07,  -1.60,  -0.14,  -2.84
196604,   0.42,   0.11,   2.87,   3.13,   7.65,   1.26,   3.10,  -0.02,   1.19,   3.05
196605,  -4.92,  -8.11,  -5.70,  -3.74,  -6.05,  -2.98,  -2.93,  -5.25,  -2.73,  -7.88
196606,  -1.79,  -2.11,  -0.96,  -2.27,  -0.13,   0.49,  -2.36,   0.99,  -1.78,   0.74
196607,  -1.18,  -2.43,  -1.59,   0.40,  -1.76,  -1.17,  -1.96,  -1.72,  -0.18,  -2.06
196608,  -7.17,  -7.47,  -7.83,  -6.36,  -5.98,  -4.60,  -6.39,  -8.07,  -8.59, -11.79
196609,  -1.48,  -1.03,  -3.60,   3.94,  -1.90,  -0.57,  -2.01,  -1.13,   4.36,  -1.85
196610,   4.50,   0.56,   2.50,   8.46,   0.30,   9.19,  -1.36,   4.87,   9.94,   3.12
196611,   2.33,  -3.52,   2.78,  -1.14,  10.88,  -2.84,   0.73,   6.89,  -1.36,   7.95
196612,   0.22,  -2.61,   1.38,  -0.66,   0.41,   2.98,  -4.16,  -0.17,   2.10,   2.12
196701,   9.42,  12.20,  11.19,   3.59,  10.20,   6.23,  11.83,   6.41,   2.84,  11.97
196702,   2.00,  -1.02,   1.21,  -0.07,   6.17,   2.15,   3.25,   1.42,  -1.72,  -0.25
196703,   4.45,   4.28,   5.80,   3.61,   5.44,   2.94,   2.36,   7.83,   1.53,   4.17
